Scenario,Region,Variable,Type,Year,Value
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2046,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2047,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2048,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2049,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2050,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2005,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2006,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2007,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2008,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2009,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2010,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2011,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2012,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2013,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2014,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2015,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2016,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2017,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2018,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2019,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2020,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2021,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2022,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2023,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2024,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2025,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2026,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2027,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2028,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2029,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2030,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2031,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2032,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2033,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2034,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2035,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2036,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2037,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2038,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2039,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2040,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2041,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2042,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2043,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2044,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2045,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2046,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2047,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2048,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2049,0
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2050,0
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2005,209
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2006,176
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2007,176
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2008,148
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2009,207
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2010,207
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2011,207
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2012,207
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2013,207
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2014,592
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2015,465.4
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2016,801.3
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2017,692.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2018,692.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2019,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2020,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2021,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2022,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2023,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2024,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2025,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2026,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2027,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2028,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2029,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2030,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2031,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2032,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2033,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2034,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2035,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2036,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2037,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2038,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2039,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2040,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2041,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2042,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2043,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2044,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2045,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2046,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2047,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2048,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2049,492.7
Current Policies,Ontario,Biomass / Geothermal,Primary Fuel,2050,492.7
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2005,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2006,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2007,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2008,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2009,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2010,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2011,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2012,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2013,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2014,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2015,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2016,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2017,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2018,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2019,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2020,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2021,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2022,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2023,2.1
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2024,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2025,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2026,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2027,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2028,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2029,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2030,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2031,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2032,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2033,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2034,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2035,2.1924
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2036,2.3277
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2037,2.3277
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2038,2.3277
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2039,2.3277
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2040,2.4838
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2041,2.4838
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2042,2.4838
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2043,2.4838
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2044,2.4838
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2045,2.4838
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2046,2.6608
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2047,2.8383
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2048,3.0187
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2049,3.2013
Current Policies,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2050,3.3963
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2005,278
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2006,278
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2007,278
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2008,230
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2009,230
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2010,230
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2011,240
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2012,240
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2013,240
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2014,240
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2015,245
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2016,244.84
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2017,244.84
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2018,266.64
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2019,266.64
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2020,276.54
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2021,295.79
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2022,295.79
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2023,295.79
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2024,306.0485
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2025,316.2342
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2026,326.0297
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2027,335.8766
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2028,345.6703
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2029,355.4599
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2030,365.2625
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2031,375.0644
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2032,375.0644
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2033,385.2233
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2034,395.4435
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2035,405.7389
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2036,415.8148
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2037,425.8925
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2038,435.8331
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2039,445.7015
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2040,455.5171
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2041,465.716
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2042,475.9156
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2043,486.1328
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2044,496.3716
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2045,506.5901
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2046,516.5869
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2047,526.8187
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2048,537.2028
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2049,547.5741
Current Policies,Quebec,Biomass / Geothermal,Primary Fuel,2050,558.0536
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2005,0
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2006,0
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2007,0
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2008,0
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2009,0
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2010,0
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2011,0
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2012,0
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2013,0
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2014,2
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2015,2
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2016,36
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2017,36
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2018,36
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2019,36
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2020,36
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2021,36
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2022,36
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2023,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2024,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2025,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2026,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2027,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2028,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2029,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2030,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2031,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2032,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2033,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2034,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2035,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2036,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2037,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2038,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2039,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2040,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2041,46
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2042,47.3891
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2043,47.3891
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2044,47.3891
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2045,47.3891
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2046,47.3891
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2047,47.3891
Current Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2048,47.3891
